"ItemLabels","Jan 2017","Feb 2017","Mar 2017","Apr 2017","May 2017","Jun 2017","Jul 2017","Aug 2017","Sep 2017","Oct 2017","Nov 2017","Dec 2017","Jan 2018","Feb 2018","Mar 2018","Apr 2018","May 2018","Jun 2018","Jul 2018","Aug 2018","Sep 2018","Oct 2018","Nov 2018","Dec 2018","Jan 2019","Feb 2019","Mar 2019","Apr 2019","May 2019","Jun 2019","Jul 2019","Aug 2019","Sep 2019","Oct 2019","Nov 2019","Dec 2019","Jan 2020","Feb 2020","Mar 2020","Apr 2020","May 2020","Jun 2020","Jul 2020","Aug 2020",""
"Chicken Wings","1120.0","950.0","1035.0","1040.0","1100.67","1070.335","1085.5025","1071.619402","1071.7158477461799","1050.0","1050.0","1050.0","1000.0","1000.8999999999999","1001.6006299999998","1033.3333333333333","950.0","1001.92307692308","983.3333333333334","1000.0","1000.5999999999999","925.0","950.25","900.0","910.64387","950.25437","973.97643579","974.0","950.0","902.48","888.12","841.66","800.0","830.26148","900.634872","920.856294","922.698006588","970.0","930.0","930.7439999999999","935.3977199999998","936.1460381759997","936.988569610358","1000.0",""
"Evaporated tinned milk carnation 170g","164.47","150.0","180.0","180.0","180.11","180.055","180.0825","180.27106600000002","180.28729039594","180.0","180.0","180.0","180.0","153.33333333333334","153.44066666666666","180.0","180.89999999999998","181.06280999999996","180.0","200.0","200.11999999999998","190.115796543","190.67994412715","200.0","199.521876","199.70144568839999","200.0","200.0","201.6","189.54","172.105263157895","200.0","190.0","190.0","185.0","166.0","168.463189","167.6352139","180.0","190.108","195.325318","195.0","195.831524","200.0",""
"Evaporated tinned milk(peak), 170g","176.20499999999998","185.25974025974","197.3913043478261","197.82051282051282","199.5121951219512","196.0","199.5","200.119047619048","205.95238095238096","197.05882352941177","200.27777777777777","201.33333333333334","200.9090909090909","192.82051282051282","192.82608695652175","193.57142857142858","197.27272727272728","193.61702127659575","190.37037037037038","193.61702127659575","190.71428571428572","190.22222222222223","196.53061224489795","194.0","191.9047619047619","192.94117647058823","194.315789473684","192.631578947368","190.813953488372","200.0","189.26","192.5","195.12820512820514","191.94444444444446","192.77","197.73","193.697674418605","192.85714285714286","195.55555555555554","202.22222222222223","205.702702702703","200.0","201.66666666666666","205.7482371",""
"Frozen chicken","1404.6","1546.6666666666652","1536.3636363636363","1468.421052631579","1497.85714285714","1571.875","1546.15384615385","1465.625","1431.25","1425.0","1462.5","1450.0","1511.11111111111","1503.8461538461538","1520.5882352941176","1580.0","1500.0","1530.0","1562.5","1554.28571428571","1505.5555555555557","1538.235294117647","1573.3333333333333","1483.3333333333333","1500.0","1503.5714285714287","1520.8333333333333","1481.578947368421","1501.25","1553.33333333333","1606.44688644688","1572.5","1706.66666666667","1710.71428571429","1714.29","1742.86","1698.33333333333","1701.76470588235","1740.0","1800.0","1858.25","1908.57142857143","1937.16666666667","1992.85714285714",""
"Gari white,sold loose","240.439545454545","268.285714285714","310.383597883598","339.4413517535321","350.635789199401","411.8618618618618","402.912720643813","274.5682978723402","261.1640211640213","221.79012345679007","220.805833333333","220.402597402597","218.39826839826839","216.25446044050693","197.45862884160752","218.06963075191436","199.598639455782","197.723214285714","181.1038961038961","168.20887445887448","186.69950738916256","165.890652557319","155.94688712522","146.7532467532468","145.30612244898","152.63772175536886","160.117216117216","155.963274198568","151.8736956521739","146.9047619047619","165.8424908424909","151.62","149.50638792102214","155.84139","154.37","153.68","158.6932447397564","160.681405895692","201.53061224489798","224.382716049383","239.98538011695908","265.91116231438804","268.3035714285714","250.663265306122",""
"Gari yellow,sold loose","263.89045454545453","303.917532467532","356.124648298561","381.8082922824302","400.5291005291","446.2461920795253","430.585789871504","289.30478260869563","286.95887445887456","275.615079365079","272.14382352941175","271.919499618029","250.8430791039486","254.03628117913837","232.13441404930774","237.6213600881375","230.63725490196072","224.27536231884065","221.75324675324688","194.07467532467533","200.83333333333334","187.077601410935","177.635299823633","158.67346938775515","150.0","175.46918767507","183.406593406593","174.53601953601952","174.5954347826087","174.52380952380952","155.6","170.73","177.4659863945579","173.547027027027","174.45","174.61","182.469336219336","195.619803476946","231.31868131868134","241.719576719577","289.6868296868297","292.9334733893557","315.62499999999994","300.877551020408",""
"Mudfish (aro) fresh","1398.52","1391.3","1394.9099999999999","1395.0","1400.43","1397.7150000000001","1399.0725000000002","1285.14","1316.3654","1278.89","1278.89","1271.30434782609","1277.6608695652203","1254.28571428571","1255.1637142857098","1255.9168125142812","1262.1963965768525","1263.3323733337716","1280.57","1228.57142857143","1405.0","1358.82352941176","1371.0529411764658","1328.57142857143","1305.738762","1313.573194572","1325.58326","1332.2111763","1340.2044433578","1272.31","1209.56","1218.0269199999998","1200.01","1200.850007","1210.4568070560001","1217.719547898336","1223.8081456378277","1224.9095729689016","1220.0","1228.54","1238.36832","1239.359014656","1246.795168743936","1223.02914458766",""
"Mudfish : dried","2663.3","2511.10999999999","2666.66666666667","2675.55","2682.85714285714","2666.66666666667","2761.904761904762","2666.665","2666.90499985","2583.3333333333335","2500.0","2500.0","2596.25","2200.0","2111.1111111111113","2201.11111111111","2300.0","2274.07407407407","2125.0","2000.0","2200.0","2288.88888888889","2207.01111111111","2761.904761904762","2631.578947368421","2576.47058823529","2454.54545454545","2155.55555555556","2254.53763642618","2196.66666666667","2150.0","2098.66","2096.66666666667","2106.665","2123.51832","2155.742318","2138.56489","2100.8574231","2033.3333333333","2104.365231","2150.42741","2200.5317289","2213.7349192734","2215.482659",""
"Onion bulb","294.371666666667","252.409166666667","252.77078713676354","200.55","208.53968552837446","202.30331933351496","190.49170632480732","237.75936170212768","263.74039649010683","249.536266663384","286.143142857143","284.113906926407","342.15976814947066","288.225060528805","244.392830380099","240.669086925589","279.66707854653","252.01923370079","240.74591542838957","212.0078056723647","216.6767168198584","229.102487789193","300.0","396.2846078271611","310.4295699386367","284.31449129267","214.05386036207986","251.647093279547","255.8636956521739","235.37243957851933","200.46806662749398","181.08","137.071604292967","157.032682926829","168.0","211.86","221.762827700908","256.017420925654","290.76305318359726","294.405121969061","298.216905359135","274.55462184874","257.513028832502","309.02487032517996",""
"Rice agric sold loose","480.97","433.333333333333","420.0","436.666666666667","450.740740740741","424.444444444444","454.861111111111","433.3314285714286","421.789321789322","412.222222222222","385.714285714286","380.080405753284","408.888888888889","383.1111111111111","377.7777777777778","385.1851851851852","355.55555555555554","385.1851851851852","380.0","391.11111111111114","366.66666666666663","377.7777777777778","380.966666666667","411.1111111111111","400.0","387.777777777778","377.854876438","370.37037037037027","358.224","400.0","355.55555555555554","343.7","355.55555555555554","400.0","533.33","542.9574213","512.525252525252","500.482931","444.44444444444446","537.777777777778","540.333333333333","535.2416587","518.5185185185186","522.2222222222223",""
"Rice local sold loose","380.174444444444","376.012948717948","353.93162393162396","356.8733850129197","366.049382716049","337.4551971326164","350.175438596491","346.1837777777777","340.19753086419735","336.464646464646","323.73583333333335","320.004023114622","331.851851851852","337.5341651812239","349.49494949494937","346.07345365600554","347.2005772005771","344.44444444444434","339.8586322086813","346.77673063820623","355.5555555555555","340.46372819100077","345.736099173554","355.5555555555556","315.34391534391546","348.39826839826827","340.96866096866074","355.2251841725525","346.83111111111106","348.6868686868687","346.0260499734183","340.97","354.8657304754864","363.25594594594594","431.52","426.87","404.59165638683885","396.849894291755","364.6825396825397","430.7659932659935","434.511820677234","432.2601010101009","461.1426767676771","446.9251336898398",""
"Rice Medium Grained","482.57","446.942","415.5555555555556","411.1111111111111","416.825396825397","380.527544351074","385.396825396825","401.741875","395.30864197530866","370.512820512821","367.52","365.470085470086","374.222222222222","420.41666666666663","420.3703703703703","420.7828282828283","407.333333333333","407.5555555555555","401.777777777778","398.4126984126985","398.1746031746032","401.21568627451","406.576780392157","431.66666666666663","409.5238095238095","410.87801087801085","397.66666666666663","407.3737373737374","389.888","400.268237934905","408.55927698032957","411.77","415.1056014692378","449.9966666666666","492.84","488.54","486.09168609168603","461.94444444444434","451.63398692810455","507.14285714285705","510.358024691358","522.407407407408","523.470085470085","519.4444444444443",""
"Rice,imported high quality sold loose","539.585909090909","513.792352941176","482.00000000000017","470.07751937984517","477.293447293448","429.814814814815","435.383838383838","426.96270833333324","432.1164021164024","429.206349206349","429.206349206349","423.166666666667","454.5454545454546","432.79132791327953","443.3859427609432","442.33027953958214","446.01901366607274","441.7508417508421","439.35720844811806","441.49043627767065","432.25806451612914","443.4250612951621","450.691116331939","444.4444444444445","449.2063492063492","445.02164502164527","440.8547008547011","444.2927442927446","429.879111111111","448.8215488215488","434.7713981924511","432.27","416.642030056664","458.342702702703","610.99","589.72","545.0430228208003","534.83164983165","519.3415637860084","570.79797979798","608.8782562466777","621.007996632997","606.97601010101","647.3187759952466",""
"Tomato","220.98333333333335","236.4725","307.797281882852","323.855787859637","377.685885928018","400.847080608985","401.401595288979","345.05187499999994","319.6570998779849","280.7094761963605","275.703529411765","273.626236177387","325.69537741951535","273.7717021393269","265.8782540374036","285.340048915445","278.926098541219","277.442977475935","293.135723286373","307.460476684357","298.334841628959","321.365251790757","200.0","285.41561283462806","232.05451627374129","253.947904137484","224.87315431810063","257.924118935123","278.274222222222","237.441011514693","215.634485377124","252.37","257.269838347369","285.610238095238","305.28","317.21","299.48404347182367","320.441991890273","315.41503280065376","317.2450952887794","359.32195841698115","360.726555776226","402.173234173234","440.267273690634",""
"Yam tuber","208.2","210.55","234.58544449435","238.787053740647","258.552973595347","245.18009762607025","250.3951418941381","245.3988888888889","229.82309621045667","181.369108129689","162.71694444444444","157.81092900416803","154.58484920508172","144.37807590015652","157.11565503676732","170.25194574875272","185.78889903781834","204.731077396298","200.980561294628","242.096032507465","197.136963017627","174.01041643666278","170.097421644881","152.8444223364608","135.073479828958","146.277105911738","149.5352066295633","197.19217817256987","198.79978723404253","188.06652004831201","156.16984533391","172.35","166.50606402964922","166.55818181818188","164.64","161.81","168.69213000155872","169.336249027261","152.25167556050775","208.3730934660201","210.607947815373","195.515162586774","200.447093511453","254.954449542991",""
"Dried Fish Sardine","1906.4675","1827.54025","1862.77","1872.22333333333","1878.97776233491","1834.47","1853.41","1804.415","1767.2749908044","1785.01960784314","1751.41375","1677.24867724868","1866.6666666666667","1868.3466666666666","1781.81818181818","1746.0069444444443","1773.76623376623","1652.39010447467","1549.78991596639","1458.44988344988","1465.3061224489795","1561.11111111111","1583.6","1468.888888888889","1454.3650793650793","1494.3722943722944","1508.21067821068","1465.29304029304","1471.0316666666665","1432.38095238095","1385.60839160839","1402.08","1373.61329147043","1423.31166666667","1467.86","1464.76","1500.635492","1558.735219","1487.30158730159","1398.0","1400.57142857143","1425.27472527473","1462.71428571429","1498.09941520468",""
"Iced Sardine","785.325","797.75","798.57","796.680555555556","796.182930748262","796.42","800.0","798.8","775.228758169935","849.69696969697","850.234","848.66666666667","966.66666666667","856.296296296296","1005.041197765656","1119.6317188374314","1091.18323292729","949.8785228377066","974.0783410138249","998.0732739746021","953.002481389578","959.1806220095693","970.935705741627","1047.2856929510156","984.210526315789","937.5","917.8105384377718","897.631360236402","954.90111111111","907.4912280701756","904.4444444444446","949.04","913.357316610855","950.595714285714","1021.9","1050.35","1136.50793650794","1169.23076923076","1131.53846153846","1204.48717948718","1271.7074592074591","1280.952380952381","1253.80952380952","1280.51948051948",""
"Irish potato","208.465","210.8325","212.15","216.513333333333","212.821084580034","215.0","216.99","212.03","203.284073174938","213.333333333333","204.5","204.982905982906","233.333333333333","228.571428571429","373.6904761904762","440.0","400.0","420.27972027972027","398.434065934066","354.901098901099","327.05882352941177","440.0","475.0","415.9340659340659","414.2857142857143","442.85714285714283","405.555555555556","428.0","402.585","402.38095238095235","373.16602316602314","379.6","373.0769230769231","341.852","391.67","400.25","450.0","433.3333333333333","420.0","450.0","453.333333333333","450.0","445.0","433.3333333333333",""
"Sweet potato","124.91","124.562142857143","130.685","125.743888888889","127.559474685805","121.32","123.65","123.33","120.30401880369","119.16004135812089","114.76580645161292","113.451517692645","158.06658671955478","115.24544988238767","108.97912490212359","125.50933133883177","117.174586156319","113.31297438112755","120.057552555638","120.770991177242","121.99573754890399","121.936938239745","115.0","149.000307524898","103.68959503891","110.23430394939574","108.70888839290984","134.2267771203521","110.40628571428573","127.599784830358","177.2562552399201","163.31","156.44301356906405","126.08285714285714","106.39","145.84","140.59174408338782","115.665608636271","144.59984459984457","157.4884991445419","171.5732425744793","182.628941801058","178.667259273749","153.759768491222",""
"Tilapia fish (epiya) fresh","761.16","764.81","775.706291","775.72","795.75987180118","796.67","800.0","796.19","774.28571428571","800.0","865.33","859.11557041992","933.33333333333","1000.0","1000.6999999999999","1001.3004199999999","1006.3069220999998","1007.2125983298897","1020.0","1035.0","1035.828","1000.84623","1100.85046115","1150.58721","1138.365219","1144.057045095","1138.632123","1101.46434059477","1130.6296819224426","1075.55555555555","998.83333333333","1025.39","1050.0","1072.545","1080.052815","1100.0","1058.10256410256","981.025641025641","971.428571428571","1000.0","1007.632871","1008.4389772968","1014.4896111605808","1022.6055280498655",""
"Titus:frozen","702.98","707.94","717.76","717.48444444444","720.247099696043","721.365","727.885","715.435","710.138683813606","778.95318633614","880.658666666667","880.000041345961","908.23529411765","964.0542328042326","968.1310792528707","917.1062370817275","907.835851161756","924.6929055100379","904.1182458678691","895.355332647786","907.995465410841","916.0512175716855","950.463576094687","907.5619322422391","912.0025442393862","922.4424114403172","919.944294835599","950.82050483495","931.508260869565","879.864772908251","841.42885623149","905.49","877.1955263657301","930.3654545454548","951.0","968.13","939.889673818245","930.6978793133621","994.60655834858","1068.47231715653","1119.98534798535","1110.10989010989","1158.38338132456","1192.80361755634",""
"Catfish (obokun) fresh","1044.6","991.85","1058.8","1065.9","1000.0","999.17","989.3","987.95","977.0825500000001","980.0","985.0","983.33333333333","1000.0","1180.0","1185.71428571429","1124.42545109212","1156.25","1210.02450216912","1257.14285714286","1283.33333333333","1220.0","1291.66666666667","1355.0","1283.3333333333333","1261.8742368742369","1291.0","1301.80555555556","1296.0","1287.6699481074493","1250.0","1180.26","1213.33","1198.48484848485","1218.70142857143","1250.0","1260.0","1262.52","1250.0","1200.0","1250.85243","1285.6312834","1270.5742318","1300.0","1250.0",""
"Catfish :dried","2130.94","2149.34866666666","2101.645","2106.07","2052.84151929781","2156.305","2191.045","2106.66","2083.48674","2353.125","2283.70375","2272.38095238095","2278.33333333333","2798.024695865228","2506.169929104712","2419.5735078088023","2507.30147673928","2694.54365079365","2589.7917871602085","2651.8559871501047","2481.81818181818","24780.0530019453","2505.07347896283","2746.310832025118","2306.622649059624","2250.080032012805","2376.8019557493244","2278.6453312769104","2303.037492024666","2290.34875856857","2255.6165255752","2316.22","2324.75269613427","2358.37944444444","2706.58","2692.28","2694.35822272285","2654.92343604108","2619.5292361959","2699.04761904762","2714.64557592009","2711.11111111111","2760.02126528442","2831.9548872180453",""
"Catfish Smoked","2002.1592","1846.9888","1991.8184","1996.648","2007.42353745956","2001.02","2000.0","1999.32","1977.32748","1953.80512019856","1877.78","1850.75","1963.5741457995525","1484.75","1725.144125","1380.952380952381","1391.66666666667","1392.9191666666698","1400.14","1405.3124","1406.4366499199998","1400.0","1509.0","1500.84231","1501.743982","1513.757933856","1490.63492063492","1483.33333333333","1476.47","1420.0","1400.22","1410.02154","1456.92307692308","1458.0886153846184","1466.8371470769262","1474.1713328123105","1477.119675477935","1500.274163","1500.0","1513.4999999999998","1522.5809999999997","1523.7990647999995","1532.9418591887995","1546.7383359214987",""
"Mackerel : frozen","1006.5005555555549","991.4666666666665","981.155","970.8759999999999","958.8281404790653","1009.5","1001.535","982.445","971.638105","1008.974248824187","975.807727272727","972.40700257952","941.955358367123","875.946025090385","942.837811035422","930.8322819156149","894.899124711431","908.207767311984","918.8172075355166","916.7534427402368","978.5792751671152","922.6260139331213","905.0","813.0008440895953","868.3904330963154","890.9696174353684","854.8358444002725","872.596573874109","841.822333333333","859.2371634683956","862.33570351217","852.46","842.87317620651","866.608928571429","831.68","854.58","902.266870384517","882.52317300469","882.6914798417384","909.66700250588","1022.08826668843","1062.81180120189","1080.77948228324","1113.60734365917",""
"Groundnut oil: 1 bottle, specify bottle","486.11","442.85","471.67","500.0","506.78","490.67","502.0","500.0","456.31","491.4","498.002","496.666666666667","495.33119999999997","550.0","604.074074074074","666.6666666666666","670.25326","701.111111111111","680.0","653.333333333333","666.66666666667","633.3333333333333","639.0333333333332","600.0","600.444444444444","651.8518518518518","657.1428571428571","644.4444444444445","646.111666666667","621.59","593.333333333333","577.77","579.34","533.33","546.67","533.33","535.852547","550.0000000000001","533.3333333333334","533.3333333333334","534.7411639","533.3333333333334","535.473128","550.6845231",""
"Maize grain white sold loose","118.28","126.43","134.9","136.68","140.0","156.32","136.74","153.31","124.36","156.55","152.407222222222","148.413660098612","157.828282828283","142.989417989418","162.222222222222","186.57943067034","204.771241830065","243.8405797101449","240.27777777777777","239.00462962962965","243.8697318007663","243.2712215320911","200.392857142857","247.3544973544974","247.61904761904762","245.42483660130722","239.61988304093566","238.74643874643874","241.23422222222217","221.66666666666666","238.81578947368422","241.15","245.52845528455288","243.41216216216216","246.86","251.14","248.16418149751487","248.29931972789115","250.5291005291005","262.94117647058823","263.111111111111","260.989010989011","258.25892857142856","262.52480158730157",""
"Maize grain yellow sold loose","133.6","138.48","134.12","144.36","145.08","150.04","150.83","146.33","129.31","150.26","155.096944444444","145.847041847042","153.140096618358","151.455026455026","214.047619047619","247.66267324406863","247.64309764309766","245.15366430260048","237.5","240.8983451536643","246.55172413793105","244.93827160493828","215.060740740741","251.05820105820106","250.0","249.15824915824916","237.46438746438747","240.45584045584044","238.39488888888883","236.66666666666666","239.47368421052633","235.1","245.52845528455288","243.24324324324326","252.75","254.44","249.4520030234317","246.84385382059799","250.5291005291005","265.27777777777777","267.735171261487","264.95238095238096","258.4821428571429","251.5151515151515",""
"Palm oil: 1 bottle,specify bottle","408.44","417.5","435.22","469.92","464.59","450.0","455.99","500.0","419.46","450.67","523.98","511.1111111111112","530.3030303030304","486.511627906977","441.4492753623188","423.6363636363636","423.52941176470586","450.074074074074","454.8427672955977","456.1702127659576","468.0952380952379","448.59259259259244","451.73274074074055","465.33333333333337","441.26984126984127","437.25490196078425","432.6315789473682","431.4529914529915","406.969318181818","415.11111111111114","396.140350877193","416.95","416.66666666666663","430.6313513513514","434.67","429.04","436.44444444444434","412.40310077519376","393.1034482758621","405.55555555555554","408.508771929825","438.74358974359","458.06451612903226","473.3333333333333",""
"Plantain(ripe)","220.0","260.0","220.85","220.65","210.0","212.12","198.83","199.83","224.73","212.43","211.859393939394","210.403582345582","200.871415512116","197.3649900626961","205.2676457630414","230.64131437139292","218.95505769760283","255.64800442702773","227.20597192657138","233.26850463582895","232.59696198321228","227.7117401528135","250.0","237.96563934167074","206.019967957092","207.17711418474337","205.6440330341222","206.76122646988307","207.512619047619","255.30728422224027","248.5230566886079","238.99","218.9534811798717","198.13209302325575","221.59","194.45","212.5941476903446","205.51547666239273","250.2789302568541","267.2072296631846","281.405542611068","290.374517434408","300.812204484808","329.00340682434165",""
"Plantain(unripe)","205.36","215.23","226.15","246.15","262.46","220.19","197.33","201.37","217.11","220.52","225.45","223.920436621128","260.753190907387","183.50130323714714","180.267417330424","186.1440008647493","209.743185886023","217.295969637776","184.05022851399602","197.88819043963954","226.6512177958703","195.671121735562","200.0","238.34279382766874","198.499464763537","191.35735052633297","192.62672623914733","220.642252221795","197.98292682926822","210.23263434163155","212.6535859794423","235.36","222.4930183347758","175.5904878048781","195.45","172.96","182.68413611397023","191.6865457554426","193.84204821683264","245.2645037936836","258.04929532926866","260.039345578179","268.645525441821","303.4624374937633",""
"Vegetable oil:1 bottle,specify bottle","509.16","495.66","506.66","518.97","529.56","528.88","537.41","571.11","483.95","529.67","531.269","525.333333333333","550.909090909091","545.6410256410256","523.6666666666665","509.05982905982904","529.3749999999999","547.3170731707318","524.1025641025642","527.9365079365081","509.30555555556","498.41269841269855","498.66190476190485","510.350877192982","515.7894736842106","532.4444444444445","525.111111111111","501.4035087719298","495.87","491.5555555555556","480.36036036036035","486.82","463.06306306306294","485.568235294118","500.6321486","517.52","528.5714285714288","510.5263157894737","504.0","547.4747474747473","552.3809523809525","555.5555555555557","573.809523809524","590.4761904761906",""
"Wheat flour: prepacked (golden penny 2kg)","606.09","593.75","608.33","619.44","647.39","649.58","575.83","581.25","598.53","650.55","673.25","672.5","676.666666666667","670.8333333333334","746.1538461538462","737.5","699.473684210526","700.0","714.7058823529412","700.0","720.7692307692307","698.461538461538","688.571428571429","703.636363636364","721.111111111111","711.7647058823529","694.736842105263","710.0","695.642857142857","680.0","659.375","684.37","661.1111111111111","665.3846153846154","685.532189","677.65","700.0","692.3076923076923","668.75","710.0","720.777777777778","737.142857142857","762.5","768.75",""
